transaction_id,customer_id,amount,payment_method,failure_reason,retry_count,previous_transactions,previous_success_rate,subscription_status,customer_type,days_since_failure,time_since_last_success,device_risk_score,historical_failure_count,recovered,recovery_outcome
txn_178f577e0b6f,cust_000273,9484.9,emi,bank_server_error,0,6,0.684,none,returning,2,34.0,0.209,1,1,recovered
txn_cfdd8d04e14f,cust_000877,298.32,netbanking,otp_failed,1,5,0.724,none,returning,5,132.3,0.015,2,0,not_recovered
txn_a01deb6fedf9,cust_000431,2805.71,netbanking,otp_failed,0,5,0.757,active,returning,3,138.2,0.035,2,1,recovered
txn_610e5507f6fc,cust_000010,1038.56,upi,bank_server_error,0,0,0.5,paused,new,0,720.0,0.224,2,1,recovered
txn_d2a6411546fe,cust_000719,239.76,netbanking,otp_failed,0,5,0.937,active,returning,25,118.3,0.025,0,1,recovered
txn_b1e2e00dfb14,cust_001342,1444.51,card,risk_flagged,1,7,0.735,none,returning,6,356.8,0.546,3,1,recovered
txn_d5a8d8e4fd3a,cust_000332,10543.28,netbanking,otp_failed,1,0,0.5,active,new,9,720.0,0.224,0,1,recovered
txn_b5c2540f3af3,cust_001395,1107.16,card,bank_server_error,0,23,0.543,none,loyal,9,208.4,0.107,0,1,recovered
txn_0cb689c14f2e,cust_000839,4071.18,card,otp_failed,0,7,0.959,none,returning,26,94.2,0.243,0,1,recovered
txn_918a304e5b7c,cust_000214,5877.02,upi,otp_failed,0,5,0.725,none,returning,18,179.9,0.03,2,1,recovered
txn_8b18e7351baf,cust_001307,1975.49,card,bank_server_error,0,18,0.765,active,loyal,3,61.1,0.091,2,1,recovered
txn_d26cd0b564ff,cust_000744,2227.0,card,otp_failed,1,6,0.602,none,returning,26,37.5,0.378,3,0,not_recovered
txn_2dd03e1bf94c,cust_000404,426.38,netbanking,bank_server_error,1,11,0.733,active,loyal,30,206.1,0.047,3,0,not_recovered
txn_39bab453d0f2,cust_001444,1048.85,card,card_declined_bank,1,9,0.907,none,returning,22,375.2,0.113,3,0,not_recovered
txn_1872bd6a6f79,cust_000348,4520.18,upi,invalid_card,2,13,0.683,active,loyal,14,81.1,0.43,5,0,not_recovered
txn_73936bfc82fd,cust_001308,2110.35,card,invalid_card,0,0,0.5,active,new,30,720.0,0.48,1,0,not_recovered
txn_014e689f70ab,cust_000020,2781.12,netbanking,card_declined_bank,2,7,0.871,none,returning,1,111.9,0.192,1,0,not_recovered
txn_9e8861487447,cust_001479,2252.6,netbanking,otp_failed,1,9,0.494,active,returning,0,85.9,0.195,2,0,not_recovered
txn_26d49d620dbb,cust_001332,14368.64,upi,card_declined_bank,0,0,0.5,active,new,24,720.0,0.266,1,0,not_recovered
txn_26b5a1464e60,cust_001102,1356.32,upi,network_timeout,1,10,0.808,paused,returning,5,341.9,0.239,2,1,recovered
txn_1957ca78ccb7,cust_001078,8474.94,wallet,bank_server_error,1,12,0.969,paused,loyal,1,152.3,0.324,1,0,not_recovered
txn_751144b84f97,cust_000394,2253.3,netbanking,insufficient_funds,2,3,0.818,paused,returning,2,165.8,0.313,3,0,not_recovered
txn_37316b890000,cust_000110,9179.97,card,network_timeout,0,0,0.5,none,new,13,720.0,0.436,0,0,not_recovered
txn_091d8a9c0a09,cust_001103,663.49,upi,invalid_card,0,0,0.5,none,new,20,720.0,0.337,0,0,not_recovered
txn_389df5ad88e2,cust_001478,2359.46,netbanking,risk_flagged,1,0,0.5,paused,new,13,720.0,0.169,0,0,not_recovered
txn_b9ce7aa16503,cust_000669,1402.04,card,bank_server_error,0,0,0.5,active,new,13,720.0,0.12,1,1,recovered
txn_0164a767f5de,cust_001157,2265.44,netbanking,insufficient_funds,1,17,0.711,none,loyal,4,7.3,0.201,1,0,not_recovered
txn_4099d971b339,cust_001093,6003.74,card,otp_failed,0,9,0.832,active,returning,9,87.5,0.389,0,1,recovered
txn_3a1fa5272d3b,cust_000273,2809.97,netbanking,bank_server_error,0,0,0.5,cancelled,new,29,720.0,0.134,2,0,not_recovered
txn_424128d81466,cust_000736,5992.98,card,card_declined_bank,0,7,0.857,none,returning,9,194.6,0.204,2,0,not_recovered
txn_3873df9bfa85,cust_001452,1093.13,card,invalid_card,1,0,0.5,none,new,10,720.0,0.111,0,0,not_recovered
txn_5a601dc34b4d,cust_001321,952.84,emi,insufficient_funds,0,0,0.5,none,new,27,720.0,0.205,0,0,not_recovered
txn_c492e9e9a276,cust_000717,2027.37,netbanking,insufficient_funds,1,4,0.878,active,returning,1,4.5,0.102,8,0,not_recovered
txn_a351a53981ee,cust_000949,1929.88,wallet,insufficient_funds,1,1,0.929,none,returning,2,86.1,0.116,1,1,recovered
txn_542024845f91,cust_000145,1690.41,wallet,network_timeout,1,21,0.897,none,loyal,27,79.3,0.262,2,0,not_recovered
txn_b762aaf34f0c,cust_000587,843.22,upi,insufficient_funds,0,5,0.559,none,returning,9,106.7,0.086,2,0,not_recovered
txn_555e331d16c5,cust_001538,5876.91,card,network_timeout,0,10,0.816,none,returning,7,28.0,0.465,2,0,not_recovered
txn_793510d079fd,cust_000414,1441.51,card,network_timeout,1,5,0.429,active,returning,15,81.0,0.086,0,1,recovered
txn_99a8d870b397,cust_000757,7211.77,upi,insufficient_funds,0,17,0.74,none,loyal,1,453.7,0.467,1,0,not_recovered
txn_8e9eec4d0dfd,cust_001124,2021.25,card,network_timeout,0,8,0.379,none,returning,12,239.4,0.266,0,0,not_recovered
txn_60862b7c9ed4,cust_000502,3581.68,wallet,card_declined_bank,2,20,0.816,active,loyal,0,101.9,0.278,1,0,not_recovered
txn_4391c8cf0066,cust_001360,3300.86,card,network_timeout,0,10,0.995,cancelled,returning,21,92.8,0.281,2,0,not_recovered
txn_a7db353b0103,cust_000011,951.61,card,risk_flagged,0,13,0.816,none,loyal,26,121.6,0.134,2,0,not_recovered
txn_658d7d99669d,cust_001458,2780.77,card,insufficient_funds,2,0,0.5,none,new,18,720.0,0.052,0,0,not_recovered
txn_948b1a2aa7e1,cust_000269,11333.29,card,network_timeout,0,4,0.935,cancelled,returning,5,320.2,0.326,3,1,recovered
txn_69ad3426c916,cust_001396,2506.02,card,network_timeout,0,8,0.841,none,returning,24,163.7,0.177,1,1,recovered
txn_caad48ffb184,cust_000071,4496.92,upi,card_declined_bank,0,6,0.523,cancelled,returning,20,147.8,0.245,2,0,not_recovered
txn_f087283d44b7,cust_000041,3729.18,card,insufficient_funds,1,5,0.506,none,returning,26,53.0,0.392,1,0,not_recovered
txn_f19226e4b16f,cust_001075,2634.23,upi,bank_server_error,1,18,0.766,none,loyal,28,2.8,0.321,2,1,recovered
txn_094066271b8d,cust_000942,2363.34,wallet,network_timeout,1,15,0.423,active,loyal,12,20.9,0.392,1,0,not_recovered
txn_7945734c6c1e,cust_001030,3270.13,upi,invalid_card,2,0,0.5,active,new,30,720.0,0.496,0,0,not_recovered
txn_5d39cc11ff2b,cust_001113,3971.72,upi,network_timeout,0,7,0.779,none,returning,26,162.7,0.216,2,1,recovered
txn_17256833b00b,cust_000744,591.73,card,insufficient_funds,0,2,0.42,active,returning,18,108.5,0.139,2,0,not_recovered
txn_d6ad0b0cd645,cust_000337,2496.32,card,risk_flagged,0,0,0.5,active,new,19,720.0,0.085,0,0,not_recovered
txn_aaf3f788765e,cust_001051,1693.12,card,insufficient_funds,2,0,0.5,none,new,13,720.0,0.198,0,0,not_recovered
txn_91be33cf9a12,cust_000476,1404.77,emi,insufficient_funds,2,0,0.5,none,new,26,720.0,0.317,0,0,not_recovered
txn_eb871c1df4b6,cust_000782,6414.83,upi,card_declined_bank,0,2,0.816,active,returning,1,1.8,0.199,0,0,not_recovered
txn_a4a60e54367a,cust_001120,1032.94,card,insufficient_funds,1,5,0.485,none,returning,14,106.8,0.4,1,0,not_recovered
txn_eb9c7810a11f,cust_000883,569.47,upi,network_timeout,1,16,0.662,cancelled,loyal,3,43.8,0.141,1,0,not_recovered
txn_ab956077316a,cust_001448,4089.36,netbanking,bank_server_error,0,4,0.657,none,returning,0,20.9,0.089,3,0,not_recovered
txn_13fe63bb8fa9,cust_001011,556.49,upi,network_timeout,0,14,0.659,paused,loyal,29,49.9,0.08,1,1,recovered
txn_048799a82bf1,cust_000303,352.43,upi,risk_flagged,2,5,0.73,none,returning,20,28.4,0.101,1,0,not_recovered
txn_e032eb9948d1,cust_000038,4525.31,wallet,otp_failed,0,3,0.858,active,returning,14,25.1,0.215,2,0,not_recovered
txn_89188f4a3f39,cust_001156,2305.03,upi,otp_failed,0,0,0.5,none,new,29,720.0,0.132,0,0,not_recovered
txn_54db1d5b73ce,cust_001411,3057.79,upi,network_timeout,2,7,0.67,cancelled,returning,2,382.0,0.243,1,0,not_recovered
txn_99b5c931556d,cust_000659,1341.86,card,otp_failed,0,16,0.625,none,loyal,28,25.2,0.387,2,1,recovered
txn_6fd4ff23c2e8,cust_001086,574.81,card,otp_failed,0,20,0.767,paused,loyal,15,67.8,0.349,2,1,recovered
txn_4b9ed8b203ac,cust_000481,687.31,emi,network_timeout,1,18,0.911,cancelled,loyal,4,216.3,0.101,4,0,not_recovered
txn_59bdbdfb3c89,cust_000199,1564.04,upi,risk_flagged,0,0,0.5,active,new,9,720.0,0.114,0,0,not_recovered
txn_9fa940aab470,cust_000456,635.77,upi,otp_failed,0,3,0.895,none,returning,15,54.0,0.283,1,0,not_recovered
txn_a3701946f2b3,cust_001359,2634.23,upi,card_declined_bank,0,0,0.5,none,new,25,720.0,0.261,0,0,not_recovered
txn_eed743bb4bdf,cust_001276,1317.89,card,insufficient_funds,1,0,0.5,active,new,27,720.0,0.216,0,0,not_recovered
txn_cbc897e7fe10,cust_001048,2360.27,netbanking,network_timeout,0,6,0.846,none,returning,3,14.8,0.405,1,1,recovered
txn_bf521d60199c,cust_000089,2297.63,card,otp_failed,1,7,0.828,paused,returning,12,99.5,0.249,0,0,not_recovered
txn_cb00f6cf90b2,cust_000017,2830.25,netbanking,card_declined_bank,1,8,0.801,none,returning,12,74.3,0.422,0,0,not_recovered
txn_045b2d3a7cf9,cust_001159,3132.34,upi,insufficient_funds,0,15,0.741,active,loyal,16,331.6,0.422,1,0,not_recovered
txn_fb033acbfa92,cust_000020,1466.29,card,network_timeout,1,6,0.89,none,returning,17,129.1,0.251,2,1,recovered
txn_f515a94caf11,cust_000403,2358.01,card,card_declined_bank,1,17,0.882,active,loyal,30,211.4,0.344,0,1,recovered
txn_3b5885263af7,cust_000498,2471.07,netbanking,network_timeout,2,0,0.5,paused,new,8,720.0,0.183,0,0,not_recovered
txn_d771fe94ac9d,cust_000490,224.53,card,insufficient_funds,0,0,0.5,active,new,14,720.0,0.293,3,1,recovered
txn_61198ec3082b,cust_000610,3575.55,card,otp_failed,0,10,0.854,paused,returning,8,63.6,0.411,3,0,not_recovered
txn_b7630ab8a1fb,cust_001104,2286.89,netbanking,network_timeout,1,23,0.955,none,loyal,5,58.8,0.299,0,0,not_recovered
txn_43bd34ad5eaf,cust_000423,3319.75,card,network_timeout,2,0,0.5,none,new,12,720.0,0.231,0,0,not_recovered
txn_f10864c76e29,cust_000759,627.56,card,network_timeout,2,6,0.532,none,returning,1,94.7,0.093,3,1,recovered
txn_e57724f49ff5,cust_000749,1503.88,card,risk_flagged,0,8,0.847,active,returning,24,318.8,0.132,2,1,recovered
txn_d0ea78c853ec,cust_000089,748.16,netbanking,insufficient_funds,0,0,0.5,none,new,14,720.0,0.374,0,0,not_recovered
txn_0efdca3b69e0,cust_000669,3905.5,card,otp_failed,0,6,0.453,paused,returning,13,57.6,0.157,4,1,recovered
txn_11a3dc75f0e6,cust_001226,564.19,card,invalid_card,1,12,0.696,paused,loyal,15,58.9,0.138,0,1,recovered
txn_873e68595e95,cust_000032,866.28,card,otp_failed,1,8,0.881,active,returning,16,249.6,0.238,3,0,not_recovered
txn_e126f31cdea6,cust_000704,3232.08,card,bank_server_error,1,0,0.5,none,new,28,720.0,0.387,1,1,recovered
txn_3849ce9d5335,cust_001175,1134.06,card,bank_server_error,0,23,0.921,paused,loyal,18,7.7,0.262,1,1,recovered
txn_21536f468046,cust_000609,866.49,card,insufficient_funds,2,0,0.5,paused,new,24,720.0,0.322,0,0,not_recovered
txn_754db2ff26af,cust_001102,4519.01,card,otp_failed,0,14,0.298,none,loyal,25,211.1,0.345,2,0,not_recovered
txn_ef0d37e56871,cust_000858,4688.84,upi,invalid_card,0,0,0.5,active,new,1,720.0,0.485,1,0,not_recovered
txn_f1dfacab51f6,cust_001071,3827.11,wallet,card_declined_bank,0,8,0.695,cancelled,returning,24,24.0,0.253,1,0,not_recovered
txn_ee566b83c522,cust_001043,4289.13,card,bank_server_error,0,1,0.835,none,returning,25,25.8,0.211,3,0,not_recovered
txn_825c4f4010b3,cust_000536,1622.27,card,insufficient_funds,1,0,0.5,none,new,19,720.0,0.078,1,1,recovered
txn_f0014d2a6d27,cust_001467,1662.15,wallet,risk_flagged,0,25,0.894,paused,loyal,2,205.6,0.232,1,1,recovered
txn_fb4af0bcfcba,cust_000932,1115.13,wallet,network_timeout,0,0,0.5,active,new,0,720.0,0.224,2,1,recovered
txn_e8eeee61b5cf,cust_000099,2323.79,upi,risk_flagged,0,0,0.5,paused,new,0,720.0,0.29,0,0,not_recovered
txn_6fed5b12993c,cust_001412,1242.51,card,insufficient_funds,0,0,0.5,active,new,21,720.0,0.235,1,0,not_recovered
txn_402670c6df28,cust_001045,1353.22,upi,card_declined_bank,1,5,0.422,none,returning,16,47.7,0.329,3,0,not_recovered
txn_c0785aca1c60,cust_000040,3428.61,card,card_declined_bank,0,22,0.667,cancelled,loyal,11,6.8,0.102,2,1,recovered
txn_433d52d1b4e2,cust_000239,5802.74,card,bank_server_error,0,23,0.924,cancelled,loyal,16,203.2,0.323,3,1,recovered
txn_5a6e4e7535cd,cust_000017,2859.59,card,network_timeout,0,0,0.5,cancelled,new,13,720.0,0.38,1,0,not_recovered
txn_897bf48bcd85,cust_000006,10045.54,upi,risk_flagged,1,3,0.959,paused,returning,9,52.1,0.185,1,0,not_recovered
txn_dca43618ae79,cust_001279,1058.95,card,insufficient_funds,0,0,0.5,active,new,23,720.0,0.049,0,0,not_recovered
txn_7ae7e7220b96,cust_001283,382.15,upi,insufficient_funds,0,8,0.488,cancelled,returning,14,75.6,0.063,2,0,not_recovered
txn_141cf9b9c9d2,cust_000505,3801.55,card,bank_server_error,0,18,0.852,cancelled,loyal,16,40.2,0.098,0,0,not_recovered
txn_947329568213,cust_001477,997.6,card,bank_server_error,0,5,0.606,none,returning,28,1.0,0.172,3,0,not_recovered
txn_13e016ab97d9,cust_000046,1561.93,netbanking,otp_failed,0,10,0.732,none,returning,28,34.6,0.36,1,1,recovered
txn_3cc4f2bf2a22,cust_000475,406.34,wallet,network_timeout,0,2,0.448,active,returning,20,60.8,0.087,1,0,not_recovered
txn_1c675b897540,cust_001069,889.55,card,bank_server_error,1,21,0.716,none,loyal,28,25.5,0.289,2,0,not_recovered
txn_9469887acb9d,cust_000713,516.98,upi,risk_flagged,0,7,0.516,none,returning,10,47.2,0.234,1,0,not_recovered
txn_3f043190db71,cust_000129,1351.71,card,network_timeout,0,0,0.5,none,new,11,720.0,0.099,0,0,not_recovered
txn_9d8ff6ecc6cc,cust_000911,1400.95,card,bank_server_error,2,8,0.935,none,returning,28,52.8,0.239,3,1,recovered
txn_a97405d7c2c9,cust_000583,2166.71,upi,otp_failed,0,0,0.5,none,new,27,720.0,0.258,0,0,not_recovered
txn_79be2ac82083,cust_000935,6098.21,card,risk_flagged,0,0,0.5,active,new,5,720.0,0.08,0,1,recovered
txn_007f448e3ff8,cust_000757,3674.66,upi,otp_failed,0,0,0.5,cancelled,new,0,720.0,0.126,1,1,recovered
txn_07df7161092d,cust_001292,464.08,upi,card_declined_bank,0,9,0.404,active,returning,5,1.0,0.147,5,0,not_recovered
txn_7b5b785038e6,cust_000972,3453.74,card,insufficient_funds,0,7,0.555,active,returning,23,62.1,0.146,2,1,recovered
txn_35c6df23b544,cust_000533,2209.63,card,insufficient_funds,1,0,0.5,active,new,7,720.0,0.19,1,0,not_recovered
txn_7b7bae4091a6,cust_000121,1829.79,card,invalid_card,0,4,0.794,paused,returning,30,81.3,0.143,2,0,not_recovered
txn_93a23d13a819,cust_000943,1957.79,wallet,risk_flagged,1,24,0.561,paused,loyal,7,62.0,0.293,1,1,recovered
txn_7764bf7425a5,cust_001018,2402.1,upi,bank_server_error,2,9,0.644,active,returning,5,75.5,0.117,1,0,not_recovered
txn_89ac59d58099,cust_000135,1072.02,card,bank_server_error,0,10,0.859,active,returning,2,204.3,0.285,1,1,recovered
txn_f75f128a6842,cust_001463,1695.76,card,bank_server_error,1,0,0.5,none,new,29,720.0,0.241,0,0,not_recovered
txn_a1dada4ae17c,cust_001274,5799.61,upi,network_timeout,0,12,0.626,active,loyal,9,166.1,0.326,0,1,recovered
txn_3256a93604ff,cust_000259,1060.49,card,risk_flagged,0,0,0.5,none,new,25,720.0,0.095,0,0,not_recovered
txn_297e67993d01,cust_001028,790.84,upi,card_declined_bank,1,0,0.5,active,new,17,720.0,0.263,1,0,not_recovered
txn_f37e67c84332,cust_001290,1890.25,netbanking,bank_server_error,0,20,0.61,none,loyal,4,109.9,0.041,3,0,not_recovered
txn_fb000b2a95ba,cust_000929,722.34,upi,insufficient_funds,2,6,0.768,none,returning,6,101.0,0.457,3,0,not_recovered
txn_7552384874e3,cust_000150,423.9,card,insufficient_funds,0,10,0.836,none,returning,2,33.6,0.299,2,0,not_recovered
txn_dc8dd8659ed9,cust_000089,1465.54,card,network_timeout,0,10,0.668,none,returning,3,27.7,0.206,3,0,not_recovered
txn_a32525820141,cust_000287,7359.59,card,card_declined_bank,0,3,0.783,active,returning,24,26.0,0.336,2,0,not_recovered
txn_0b4d3f53cbfc,cust_000077,1929.96,upi,bank_server_error,0,0,0.5,active,new,20,720.0,0.258,0,1,recovered
txn_c5e6811f5382,cust_000885,2346.59,wallet,insufficient_funds,0,0,0.5,active,new,4,720.0,0.212,1,0,not_recovered
txn_5e8f94a663ae,cust_000130,293.79,card,otp_failed,0,0,0.5,active,new,13,720.0,0.353,0,0,not_recovered
txn_93cf5be019f2,cust_000055,2964.05,upi,invalid_card,0,0,0.5,cancelled,new,7,720.0,0.381,0,0,not_recovered
txn_e3e818b2a8f9,cust_000358,2173.36,upi,network_timeout,0,11,0.845,active,loyal,20,1.8,0.186,3,1,recovered
txn_86d9c5ab714f,cust_001162,1098.36,card,bank_server_error,2,0,0.5,none,new,4,720.0,0.453,1,0,not_recovered
txn_95eb822c8479,cust_000663,2349.71,card,bank_server_error,0,4,0.567,active,returning,7,14.5,0.122,3,1,recovered
txn_cec1732d1afe,cust_000089,2328.8,card,network_timeout,0,3,0.872,paused,returning,20,151.5,0.224,2,1,recovered
txn_ce6251aa11aa,cust_000677,770.05,upi,bank_server_error,1,11,0.717,cancelled,returning,23,352.3,0.348,8,0,not_recovered
txn_a103619b994e,cust_000736,2693.69,upi,otp_failed,1,5,0.769,paused,returning,29,80.6,0.051,0,1,recovered
txn_09a857ea6ede,cust_000242,5868.9,upi,network_timeout,1,9,0.462,none,returning,30,143.6,0.565,2,1,recovered
txn_dfd326001d90,cust_001337,1627.59,netbanking,network_timeout,2,11,0.502,paused,loyal,22,63.7,0.303,4,0,not_recovered
txn_9fd081c361a8,cust_000687,915.22,netbanking,risk_flagged,0,11,0.936,none,returning,8,16.6,0.048,5,0,not_recovered
txn_8b79bcf76668,cust_000121,1703.05,emi,insufficient_funds,0,20,0.864,paused,loyal,25,167.9,0.317,1,0,not_recovered
txn_d9340f5b7314,cust_000799,4311.98,netbanking,otp_failed,1,15,0.865,paused,loyal,19,94.0,0.402,4,0,not_recovered
txn_606a8bbff3f9,cust_001127,662.69,netbanking,otp_failed,0,8,0.326,active,returning,29,33.6,0.071,2,0,not_recovered
txn_193bce76a592,cust_000155,3363.38,netbanking,card_declined_bank,1,0,0.5,none,new,23,720.0,0.68,0,0,not_recovered
txn_41b067c3fdba,cust_001329,1085.49,upi,card_declined_bank,0,9,0.691,active,returning,24,23.5,0.138,1,1,recovered
txn_e99c04ed0bc6,cust_000192,2484.57,netbanking,risk_flagged,2,0,0.5,active,new,16,720.0,0.253,0,0,not_recovered
txn_ca55be40198d,cust_000176,1202.43,wallet,otp_failed,1,5,0.772,paused,returning,25,23.6,0.193,5,0,not_recovered
txn_7d7c09e839f2,cust_001152,1199.53,upi,bank_server_error,0,17,0.287,active,loyal,9,1.0,0.152,1,1,recovered
txn_d22d5db1ffcc,cust_000415,7869.78,upi,insufficient_funds,0,5,0.825,none,returning,2,85.9,0.075,1,0,not_recovered
txn_df16ec0d10e8,cust_001546,562.18,upi,insufficient_funds,2,6,0.646,cancelled,returning,6,107.2,0.015,1,0,not_recovered
txn_ccce3d5fabc2,cust_000625,3092.79,netbanking,insufficient_funds,1,0,0.5,none,new,17,720.0,0.139,0,0,not_recovered
txn_ff0531935caa,cust_000288,9491.88,upi,network_timeout,1,23,0.622,none,loyal,20,186.7,0.372,2,0,not_recovered
txn_f589db6d6756,cust_001078,3703.26,netbanking,bank_server_error,1,0,0.5,none,new,15,720.0,0.443,1,0,not_recovered
txn_8fd896d5d827,cust_000718,603.06,netbanking,insufficient_funds,0,0,0.5,paused,new,14,720.0,0.054,0,0,not_recovered
txn_ab06c7a638b7,cust_001284,630.54,emi,network_timeout,0,0,0.5,active,new,6,720.0,0.032,0,1,recovered
txn_fd7f6ec129ae,cust_000290,1015.91,card,insufficient_funds,0,0,0.5,active,new,25,720.0,0.028,0,0,not_recovered
txn_e8562e577417,cust_001367,2303.34,upi,card_declined_bank,1,6,0.748,none,returning,7,189.6,0.166,4,1,recovered
txn_7b32b5215e40,cust_000091,2448.79,netbanking,otp_failed,1,4,0.675,cancelled,returning,2,102.0,0.29,3,0,not_recovered
txn_3957edcb6ca7,cust_001469,636.17,wallet,card_declined_bank,0,0,0.5,active,new,4,720.0,0.107,0,1,recovered
txn_2aa43031fe9d,cust_000279,910.98,wallet,bank_server_error,2,0,0.5,none,new,1,720.0,0.36,1,0,not_recovered
txn_23b2b48ed9d0,cust_000338,962.63,upi,risk_flagged,0,0,0.5,cancelled,new,30,720.0,0.279,0,0,not_recovered
txn_05085348219c,cust_000557,1698.21,upi,card_declined_bank,1,6,0.761,active,returning,11,42.1,0.13,3,0,not_recovered
txn_c074da1ed9fd,cust_000830,11923.02,card,network_timeout,0,0,0.5,active,new,24,720.0,0.458,1,0,not_recovered
txn_88660591c529,cust_000849,862.76,emi,invalid_card,0,10,0.747,none,returning,14,33.8,0.405,3,0,not_recovered
txn_743b29783438,cust_001512,829.43,card,network_timeout,0,0,0.5,active,new,28,720.0,0.142,0,1,recovered
txn_0057d6cbcedf,cust_000811,720.66,upi,otp_failed,1,0,0.5,active,new,19,720.0,0.398,0,1,recovered
txn_795dcb389909,cust_001524,3540.38,netbanking,card_declined_bank,1,7,0.759,none,returning,7,158.8,0.213,1,1,recovered
txn_03c65176287e,cust_000698,1925.21,upi,insufficient_funds,0,8,0.773,none,returning,3,80.7,0.214,2,1,recovered
txn_b0a5781851a4,cust_000190,891.94,card,otp_failed,0,0,0.5,none,new,5,720.0,0.321,0,1,recovered
txn_fc80aa96594c,cust_000557,1441.56,card,insufficient_funds,0,0,0.5,none,new,18,720.0,0.251,0,1,recovered
txn_e3ebea564fc4,cust_001354,980.09,netbanking,network_timeout,0,25,0.735,none,loyal,0,338.8,0.14,1,1,recovered
txn_316bc31ac1cc,cust_000593,2607.9,upi,network_timeout,0,0,0.5,none,new,25,720.0,0.314,0,0,not_recovered
txn_a3cee52c4100,cust_000903,22380.36,card,network_timeout,0,6,0.885,paused,returning,8,116.0,0.191,1,1,recovered
txn_443e10da1c90,cust_000003,3280.59,upi,network_timeout,1,6,0.435,paused,returning,28,40.7,0.274,2,1,recovered
txn_8a8119f99b16,cust_000635,1837.77,card,otp_failed,1,0,0.5,none,new,3,720.0,0.305,1,0,not_recovered
txn_758b468482ef,cust_000346,1098.3,wallet,bank_server_error,0,6,0.87,paused,returning,27,41.0,0.055,8,0,not_recovered
txn_41f1c3fd130d,cust_001274,596.42,card,bank_server_error,1,1,0.551,paused,returning,27,95.4,0.374,1,0,not_recovered
txn_8a22261bfef0,cust_000269,3867.33,card,otp_failed,0,18,0.836,active,loyal,16,72.4,0.244,3,0,not_recovered
txn_ad8e0ddf5530,cust_000148,3682.76,card,network_timeout,2,0,0.5,cancelled,new,14,720.0,0.168,0,1,recovered
txn_afa05c427fdf,cust_000903,1313.58,upi,insufficient_funds,0,0,0.5,paused,new,27,720.0,0.016,0,0,not_recovered
txn_2eb100eab5ec,cust_000470,5955.08,upi,card_declined_bank,0,0,0.5,none,new,25,720.0,0.029,0,0,not_recovered
txn_053d7a9934ed,cust_000692,2036.52,netbanking,risk_flagged,1,2,0.584,active,returning,16,137.7,0.519,1,0,not_recovered
txn_cbca0e26922d,cust_000863,4012.96,upi,bank_server_error,0,6,0.742,none,returning,10,1.9,0.093,0,1,recovered
txn_a8f6d0a794f2,cust_000339,2608.62,card,network_timeout,1,0,0.5,none,new,2,720.0,0.271,0,0,not_recovered
txn_743ff699b166,cust_000151,1703.73,card,card_declined_bank,2,0,0.5,none,new,28,720.0,0.331,0,0,not_recovered
txn_a23b82e3c450,cust_000203,846.07,card,risk_flagged,1,21,0.762,none,loyal,30,51.4,0.556,4,0,not_recovered
txn_e2b418f75c8d,cust_001479,1752.88,wallet,insufficient_funds,0,0,0.5,active,new,27,720.0,0.532,0,0,not_recovered
txn_5d7a31af8efa,cust_001047,4263.5,card,insufficient_funds,0,11,0.797,active,returning,0,62.8,0.47,2,1,recovered
txn_724e9acb4a9f,cust_000757,1264.81,emi,network_timeout,0,9,0.568,paused,returning,13,33.8,0.139,3,0,not_recovered
txn_85c27ed29364,cust_001395,2968.37,card,otp_failed,0,0,0.5,active,new,8,720.0,0.074,0,0,not_recovered
txn_afc5b36b98e5,cust_000301,754.11,card,risk_flagged,2,0,0.5,none,new,13,720.0,0.136,0,0,not_recovered
txn_7e0eaacfc079,cust_000396,4032.14,card,otp_failed,0,0,0.5,active,new,1,720.0,0.05,0,1,recovered
txn_b6bc7c7fe941,cust_000199,2648.23,card,insufficient_funds,0,18,0.977,none,loyal,16,3.5,0.031,1,0,not_recovered
txn_462657757e37,cust_000952,677.29,netbanking,otp_failed,0,0,0.5,none,new,16,720.0,0.449,1,0,not_recovered
txn_1f38a65f0b9d,cust_001470,1633.35,upi,card_declined_bank,2,0,0.5,active,new,7,720.0,0.094,0,0,not_recovered
txn_101b6798a41b,cust_000250,4620.68,card,bank_server_error,2,0,0.5,none,new,17,720.0,0.086,1,0,not_recovered
txn_15366ec60032,cust_001532,643.47,upi,card_declined_bank,0,0,0.5,none,new,16,720.0,0.451,0,0,not_recovered
txn_05828d7eac08,cust_000374,762.15,upi,insufficient_funds,0,4,0.445,active,returning,19,77.4,0.204,1,0,not_recovered
txn_fb5b3253d75e,cust_001368,1877.04,wallet,insufficient_funds,1,0,0.5,none,new,7,720.0,0.382,1,0,not_recovered
txn_c21708bfc562,cust_000284,13629.58,emi,otp_failed,0,3,0.623,none,returning,4,214.2,0.365,1,0,not_recovered
txn_89b218908d4e,cust_000073,1090.81,upi,bank_server_error,2,6,0.486,none,returning,10,51.3,0.282,3,1,recovered
txn_431b9ca43400,cust_000840,3120.49,netbanking,invalid_card,2,15,0.964,none,loyal,0,27.8,0.152,3,0,not_recovered
txn_bafe407c3a66,cust_001290,2525.32,netbanking,bank_server_error,1,0,0.5,paused,new,21,720.0,0.223,0,0,not_recovered
txn_ff02fb02d004,cust_000065,1175.48,upi,insufficient_funds,0,25,0.636,active,loyal,8,6.6,0.354,1,0,not_recovered
